,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,task,constraint
377,136,5,"""",192411,survey-text,10,2041723,161,61c5edec03aa19ac7c1842d5,61dcaa4ed9e829705326fc37,6150a835a03467f9e2ff56ba,61dcaa4ed9e829705326fc37,"{""Explanation"":""this could have happened because all 50 jumps were made away from the domino tower""}","""",test,"If someone does 50 jumping jacks in a room with a tower of dominos, then the tower of dominos falls over. But suppose someone does 50 jumping jacks in a room with a tower of dominos, and then the tower of dominos does not fall over.","generate, single-constraint",they were jumping far away from the dominos
378,136,5,"""",114474,survey-text,11,2156241,161,61c5edec03aa19ac7c1842d5,61dcaa4ed9e829705326fc37,6150a835a03467f9e2ff56ba,61dcaa4ed9e829705326fc37,"{""Explanation"":""This could have happened because the car was off or because the throttle guide broke.""}","""",test,"If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","generate, single-constraint",the car was in neutral
379,136,5,"""",77870,survey-text,12,2234144,161,61c5edec03aa19ac7c1842d5,61dcaa4ed9e829705326fc37,6150a835a03467f9e2ff56ba,61dcaa4ed9e829705326fc37,"{""Q0"":""10"",""Q1"":""5"",""Q2"":""8"",""Q3"":""very good homework, it was fun""}","""","""","""","""",""""
380,135,2,"[{""page_index"":0,""viewing_time"":9579},{""page_index"":1,""viewing_time"":16040},{""page_index"":2,""viewing_time"":45176},{""page_index"":3,""viewing_time"":40159}]",110954,instructions,0,110959,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"""","""","""","""","""",""""
381,135,2,"""",134431,survey-text,1,245400,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
382,135,2,"[{""page_index"":0,""viewing_time"":4925}]",4925,instructions,2,250326,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"""","""","""","""","""",""""
383,135,2,"""",37804,survey-multi-choice,3,288136,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
384,135,2,"[{""page_index"":0,""viewing_time"":2911}]",2911,instructions,4,291047,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"""","""","""","""","""",""""
385,135,2,"""",286846,survey-text,5,577910,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because the cannon used to fire the confetti used a specialized sound proof motor (in other words, a motor that was surrounded by soundproof material such a styrofoam). This soundproof motor used forced air to project the paper confetti into the air.""}","""",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","generate, all-constraints","the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs"
386,135,2,"""",217948,survey-text,6,795861,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because someone on the other side of the door simply moved the bolt to one side thus allowing the door to be opened.""}","""",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","generate, all-constraints","the lock was broken, the bolt was weak, there was a hole in the wall, the door was knocked down, the lock was cut, or that the screws holding the bolt in place became loose"
387,135,2,"""",235728,survey-text,7,1031595,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because the ground directly below the snowman remained frozen and some neighbors plugged in a portable air conditioning unit had it directly aimed onto the snowman. ""}","""",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","generate, all-constraints","the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow"
388,135,2,"""",103397,survey-text,8,1134996,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because the cat has a illness and this illness caused his tail to be paralyzed and thus unfeeling.""}","""",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","generate, all-constraints","the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough"
389,135,2,"""",98129,survey-text,9,1233130,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because of extreme humidity in the air thus keeping the soil moist.""}","""",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","generate, all-constraints","the plants were cacti, the plants have another mechanism for conserving water, or they are fake plants"
390,135,2,"""",106508,survey-text,10,1339642,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could have happened because strong men in the building were holing onto the shelved to keep them from falling down.""}","""",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","generate, all-constraints","the shelves were bolted to the ground, the shelves were extra sturdy, or the building was built to handle the shakes of an earthquake"
391,135,2,"""",91770,survey-text,11,1431417,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Explanation"":""This could  have happened because the air was very, very, dry and the rainwater evaporated before even reaching the grass.""}","""",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","generate, all-constraints","there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly"
392,135,2,"""",41517,survey-text,12,1472939,56,61c5edec03aa19ac7c1842d5,61dcaa5a1178221a056d9763,5beb92fbe0a3940001543d8c,61dcaa5a1178221a056d9763,"{""Q0"":""9"",""Q1"":""6"",""Q2"":""9"",""Q3"":""None""}","""","""","""","""",""""
393,132,2,"[{""page_index"":0,""viewing_time"":11969.099999964237},{""page_index"":1,""viewing_time"":19535.600000023842},{""page_index"":2,""viewing_time"":35592},{""page_index"":3,""viewing_time"":9151.699999988079}]",76249.09999996424,instructions,0,76255,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"""","""","""","""","""",""""
394,132,2,"""",51506.799999952316,survey-text,1,127848,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
395,132,2,"[{""page_index"":0,""viewing_time"":3901.800000011921}]",3902.100000023842,instructions,2,131751,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"""","""","""","""","""",""""
396,132,2,"""",18891.69999998808,survey-multi-choice,3,150648,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
397,132,2,"[{""page_index"":0,""viewing_time"":5601.699999988079}]",5602,instructions,4,156255,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"""","""","""","""","""",""""
398,132,2,"""",97105.80000001192,survey-text,5,253367,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the snowman is a native of Florida, and is accustomed to hot weather.""}","""",test,"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.","generate, all-constraints","the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow"
399,132,2,"""",112604.40000003576,survey-text,6,365975,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the cat exists in two states of yowl and not-yowl simultaneously with equal probability, and in this branch universe the cat does not yowl.""}","""",test,"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl.","generate, all-constraints","the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough"
400,132,2,"""",68948.20000004768,survey-text,7,434927,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the grass didn't know it was supposed to be wet.""}","""",test,"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.","generate, all-constraints","there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly"
401,132,2,"""",200901.60000002384,survey-text,8,635832,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the shelves ran for the nearest doorways and braced themselves, just like they were taught during the last earthquake survival seminar.""}","""",test,"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.","generate, all-constraints","the shelves were bolted to the ground, the shelves were extra sturdy, or the building was built to handle the shakes of an earthquake"
402,132,2,"""",55673.30000001192,survey-text,9,691511,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the bolt was dead, and rigor mortis hadn't set in yet.""}","""",test,"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.","generate, all-constraints","the lock was broken, the bolt was weak, there was a hole in the wall, the door was knocked down, the lock was cut, or that the screws holding the bolt in place became loose"
403,132,2,"""",128460.80000001192,survey-text,10,819975,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""when a confetti cannon is fired and no one hears it, it doesn't make a sound, just like trees falling in a forest.""}","""",test,"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise.","generate, all-constraints","the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs"
404,132,2,"""",120684.10000002384,survey-text,11,940663,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Explanation"":""the plants were bitten by zombies.""}","""",test,"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.","generate, all-constraints","the plants were cacti, the plants have another mechanism for conserving water, or they are fake plants"
405,132,2,"""",37779.60000002384,survey-text,12,978455,82,61c5edec03aa19ac7c1842d5,61dc9ad43c7a7292add3e314,5e667f3bc3f30a4050fc8f2f,61dc9ad43c7a7292add3e314,"{""Q0"":""10"",""Q1"":""1"",""Q2"":""8"",""Q3"":""I hope I at least made you chuckle.""}","""","""","""","""",""""
406,139,8,"[{""page_index"":0,""viewing_time"":6754.200000047684},{""page_index"":1,""viewing_time"":8916.799999952316},{""page_index"":2,""viewing_time"":23104.099999904633},{""page_index"":3,""viewing_time"":12175.700000047684}]",50953.200000047684,instructions,0,50977,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"""","""","""","""","""",""""
407,139,8,"""",98079,survey-text,1,149102,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
408,139,8,"[{""page_index"":0,""viewing_time"":2436.0999999046326}]",2437,instructions,2,151546,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"""","""","""","""","""",""""
409,139,8,"""",21243.699999809265,survey-multi-choice,3,172801,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
410,139,8,"[{""page_index"":0,""viewing_time"":2252.2999999523163}]",2253.0999999046326,instructions,4,175060,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"""","""","""","""","""",""""
411,139,8,"""",98434.70000004768,survey-text,5,273515,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""The person had previously shut off the main water valve to their house because they were doing plumbing repairs and forgot to turn the water back on.""}","""",test,"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water.","generate, all-constraints","the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper"
412,139,8,"""",276177.60000014305,survey-text,6,549708,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""the person that fell was walking his dog when he fell, and unfortunately fell on the dog, which prevented him from scraping his knees.""}","""",test,"If someone falls on the sidewalk, then they scrape your knee. But suppose someone falls on the sidewalk, and then they do not scrape their knee.","generate, all-constraints","they are wearing knee pads, their pants protected them, the ground was icy so they slipped and landed backwards instead, they landed on their hands instead of their knees, or they did not hit the ground hard enough for a scrape"
413,139,8,"""",182190.10000014305,survey-text,7,731916,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""the rocks were wrapped with rubber bands which caused them to bounce off the window without breaking it.""}","""",test,"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break.","generate, all-constraints","the window was made of shatter-proof glass, the rocks were very small, or the rocks were not thrown hard enough"
414,139,8,"""",305787.5,survey-text,8,1037716,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""as soon as they realized they touched the plant, they immediately washed their hands and removed the oils that cause a rash.""}","""",test,"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash.","generate, all-constraints","they were wearing gloves, they were immune, or they used preventative medical cream beforehand"
415,139,8,"""",150339.5,survey-text,9,1188073,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""the eggs were dropped and fell into a net that someone had set up to test how far a carton of eggs could fall without braking.""}","""",test,"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.","generate, all-constraints","the egg carton landed on a soft surface, the egg carton was very sturdy, the egg carton was cushioned, the eggs were already solid because they were hard-boiled, or the carton was only dropped from a short distance"
416,139,8,"""",120327.70000004768,survey-text,10,1308414,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""the farmer was growing genetically modified organisms (GMO's) which were developed to be resistant to many pests that cause crops to die.""}","""",test,"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die.","generate, all-constraints","the crops were previously sprayed with pesticides, the pest species was not harmful, or creatures nearby ate the pests and died instead"
417,139,8,"""",299848.7999999523,survey-text,11,1608284,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Explanation"":""it was an photoelectric smoke detector and not an ionization smoke detector which detects smoke fires faster and better.   (This really happened to me)""}","""",test,"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.","generate, all-constraints","the batteries in the fire alarm were dead, there were no batteries, the smoke did not reach the sensor, the sensor was faulty, or that the wiring was faulty"
418,139,8,"""",25399.699999809265,survey-text,12,1633701,102,61c5edec03aa19ac7c1842d5,61dcaa975ea6ba81bacbbff8,5f4f9bc1f7598f06b2dc816f,61dcaa975ea6ba81bacbbff8,"{""Q0"":""10"",""Q1"":""8"",""Q2"":""10"",""Q3"":""}","""","""","""","""",""""
419,137,7,"[{""page_index"":0,""viewing_time"":18929.800000000745},{""page_index"":1,""viewing_time"":17316.099999997765},{""page_index"":2,""viewing_time"":24733.400000002235},{""page_index"":3,""viewing_time"":19984.099999997765}]",80964.89999999851,instructions,0,80968,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"""","""","""","""","""",""""
420,137,7,"""",103555.20000000298,survey-text,1,184533,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Q0"":""I commit to do my best to try to write high-quality explanations.  I recognize that if I do not try my best to generate an explanation for each situation, I may not be paid.""}","""","""","""","""",""""
421,137,7,"[{""page_index"":0,""viewing_time"":3862.89999999851}]",3863.89999999851,instructions,2,188398,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"""","""","""","""","""",""""
422,137,7,"""",33445,survey-multi-choice,3,221848,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
423,137,7,"[{""page_index"":0,""viewing_time"":2230.39999999851}]",2231.10000000149,instructions,4,224082,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"""","""","""","""","""",""""
424,137,7,"""",122178,survey-text,5,346273,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""the meteor hit a surface on the ground that was bouncy (or had rebound capability), like a large trampoline.""}","""",test,"If a meteor hits the ground, then a crater is made. But suppose a meteor hits the ground, and then a crater is not made.","generate, single-constraint",the meteor was tiny
425,137,7,"""",166414.30000000075,survey-text,7,628258,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""substances were mixed into the water that prevent the resulting solution from freezing.  Its chemical makeup would be different, and would therefore have different properties.""}","""",test,"If water is put in the freezer, then it turns into ice. But suppose water is put in the freezer, and then it does not turn into ice.","generate, single-constraint",the freezer was off
426,137,7,"""",91229.39999999851,survey-text,8,719490,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""the person's nose was tickled while breathing in the wildfire smoke, such that they sneezed instead.""}","""",test,"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.","generate, single-constraint",they did not breathe in enough
427,137,7,"""",84559.89999999851,survey-text,9,804055,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""the person who fell might have been wearing a brace around their wrist, providing additional support of that joint upon impact.""}","""",test,"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist.","generate, single-constraint",they landed on something soft
428,137,7,"""",190381.6000000015,survey-text,10,994436,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""the animals in this particular zoo might have been birds or fish, which might escape using a different method to get past the gates (flight or swimming). ""}","""",test,"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape.","generate, single-constraint",the animals climed over the gates
429,137,7,"""",166463.19999999925,survey-text,11,1160901,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Explanation"":""the carpet that was spilled on was black (or another color) that might not result in a blue stain.  For example, a red carpet might become stained purple.  ""}","""",test,"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.","generate, single-constraint",the carpet was made of stain-resistant material
430,137,7,"""",26277.20000000298,survey-text,12,1187185,111,61c5edec03aa19ac7c1842d5,61dcaa779241f0a99abc70b2,5fd7f08920e71c0f734ee097,61dcaa779241f0a99abc70b2,"{""Q0"":""10"",""Q1"":""5"",""Q2"":""9"",""Q3"":""Fun!""}","""","""","""","""",""""
431,140,1,"[{""page_index"":0,""viewing_time"":6897.5},{""page_index"":1,""viewing_time"":10217.800000000745},{""page_index"":2,""viewing_time"":237894.5},{""page_index"":3,""viewing_time"":23151.400000002235}]",278161.80000000075,instructions,0,278165,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"""","""","""","""","""",""""
432,140,1,"""",140432.70000000298,survey-text,1,418607,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Q0"":""I commit to do my best to try to write high-quality explanations. I recognize that if I do not try my best to generate an explanation for each situation, I may may not be paid.""}","""","""","""","""",""""
433,140,1,"[{""page_index"":0,""viewing_time"":2176.5}]",2176.60000000149,instructions,2,420784,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"""","""","""","""","""",""""
434,140,1,"""",26021.900000002235,survey-multi-choice,3,446809,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Q0"":""Explanations for events."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""",""""
435,140,1,"[{""page_index"":0,""viewing_time"":1860.4000000022352}]",1860.6000000014901,instructions,4,448670,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"""","""","""","""","""",""""
436,140,1,"""",131790.3999999985,survey-text,5,580464,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""the light is able to receive electrical current through the air from another source, without any wires.""}","""",test,"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.","generate, single-constraint",the light also has an internal battery source
437,140,1,"""",117559.69999999925,survey-text,6,698026,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""the piano is made of a new modern synthetic material that is very strong, and it be struck with great force, without breaking.""}","""",test,"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter.","generate, single-constraint",the piano landed on a mattress
438,140,1,"""",107811.19999999925,survey-text,7,805840,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""the dominos are magnetized, and they are securely held in place with each other, so that vibrations do not move them.""}","""",test,"If someone does 50 jumping jacks in a room with a tower of dominos, then the tower of dominos falls over. But suppose someone does 50 jumping jacks in a room with a tower of dominos, and then the tower of dominos does not fall over.","generate, single-constraint",they were jumping far away from the dominos
439,140,1,"""",140209.3999999985,survey-text,8,946052,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""the car is fitted with a special acceleration-dampening device, that prevents the car's velocity from increasing rapidly.""}","""",test,"If a car's gas pedal is pressed all the way down, then the car drives very quickly. But suppose a car's gas pedal is pressed all the way down, and then the car does not drive very quickly.","generate, single-constraint",the car was in neutral
440,140,1,"""",129915,survey-text,9,1075970,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""they took some strong medication for insomnia, which counteracts the stimulant effect of the caffeine in the coffee.""}","""",test,"If someone drinks lots of coffee , then they have trouble sleeping. But suppose someone drinks lots of coffee, and then they have do not have trouble sleeping.","generate, single-constraint",they drank decaf coffee
441,140,1,"""",117803.80000000075,survey-text,10,1193776,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""a scientist has placed a powerful electromagnetic device on the ground underneath the tree, that is able to keep the apple suspended in mid-air. ""}","""",test,"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground.","generate, single-constraint",someone caught the apple
442,140,1,"""",174280.29999999702,survey-text,11,1368058,95,61c5edec03aa19ac7c1842d5,61dcaaa33d8bd57a0a4c44f6,5ed559e5afbd830e2117ed55,61dcaaa33d8bd57a0a4c44f6,"{""Explanation"":""the metal watch was inside a case made of a special hi-tech material, which prevented the metal detector from detecting it.""}","""",test,"If someone walks through a metal detector with a metal watch, then alarms go off. But suppose someone walks through a metal detector with a metal watch, and then alarms do not go off.","generate, single-constraint",the metal detector was faulty
