,Unnamed: 0,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,real_world,typical_goal,task
160,160,15,4,"""",58761,survey-text,7,3824921,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""Plan"":""I have not words for this. ""}","""",test,Create a safe landing for a falling skydiver.,"""","""","generate, unconstrained"
161,161,15,4,"""",4257878,survey-text,8,9913797,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""Plan"":""Download the shark app on a smart phone, and search the coast you are looking at to see how many tagged sharks are in the cove. Or you can find a local aquarium and ask to speak to a marine biologist and ask for help in finding out the approximate amount that live in a cove off the coast. \n""}","""",test,Find out how many sharks live in a cove off a nearby coast.,"""","""","generate, unconstrained"
162,162,15,4,"""",86238,survey-text,9,10000039,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""Plan"":""Find the best marine biologist and building engineer and work with them to build an underwater fort. Find as much professional help and make lots of plans before building the underwater fort.""}","""",test,Make a fort underwater.,"""","""","generate, unconstrained"
163,163,15,4,"[{""page_index"":0,""viewing_time"":5146},{""page_index"":1,""viewing_time"":19136.00000000093}]",24283,instructions,10,10024323,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"""","""","""","""","""","""",""""
164,164,15,4,"""",16015,survey-multi-choice,11,10040343,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
165,165,15,4,"[{""page_index"":0,""viewing_time"":3936}]",3936,instructions,12,10044283,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"""","""","""","""","""","""",""""
166,166,15,4,"""",17911,survey-likert,13,10062200,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":1}",[0],test,"""","""","""",""""
167,167,15,4,"""",11918,survey-likert,14,10074122,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":4}",[0],test,"""","""","""",""""
168,168,15,4,"""",6935,survey-likert,15,10081063,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":1}",[0],test,"""","""","""",""""
169,169,15,4,"""",7326,survey-likert,16,10088393,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":2}",[0],test,"""","""","""",""""
170,170,15,4,"""",10881,survey-likert,17,10099280,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":5}",[0],test,"""","""","""",""""
171,171,15,4,"""",7537,survey-likert,18,10106822,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":4}",[0],test,"""","""","""",""""
172,172,15,4,"""",3014,survey-likert,19,10109843,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""freq"":6}",[0],test,"""","""","""",""""
173,173,15,4,"""",117961,survey-text,20,10227821,26,60edecb2a22d916d2ed4a6f9,60ef459a02c3d2bec0f396ed,60edf7de15a0e195732ca8e0,60ef459a02c3d2bec0f396ed,"{""Q0"":""10"",""Q1"":""8"",""Q2"":""10"",""Q3"":""5"",""Q4"":""It would be nice to have a firth explanation if the goals are real, or can be thought of imaginatively. For example the under water fort goal. could you take this planning in the perspective of a child playing under water and just bring his legos under water? ""}","""","""","""","""","""",""""
174,174,22,2,"[{""page_index"":0,""viewing_time"":2015.3999999985099},{""page_index"":1,""viewing_time"":2111.60000000149},{""page_index"":2,""viewing_time"":10088.199999999255},{""page_index"":3,""viewing_time"":6767.599999997765},{""page_index"":4,""viewing_time"":2072}]",23055.6,instructions,0,23061,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"""","""","""","""","""","""",""""
175,175,22,2,"""",8474.8,survey-multi-choice,1,31541,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""","""",""""
176,176,22,2,"[{""page_index"":0,""viewing_time"":1701.4000000022352}]",1701.6,instructions,2,33244,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"""","""","""","""","""","""",""""
177,177,22,2,"""",232331.5,survey-text,3,265586,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""Find a baseball and bat, find mitts for each player. Meet your friends at a baseball field, if possible, or in a large grassy area. Divide into two teams. Decide who is pitcher, catcher, 1st, 2nd and 3rd base. The kid(s) who know the rules explain the rules to everyone. Have fun playing.""}","""",test,Play baseball with your friends.,"""","""","generate, unconstrained"
178,178,22,2,"""",168891.2,survey-text,4,434480,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""If you have air conditioning in the house or car turn it on when you are in the house or car. If no air conditioning, turn on fans to blow directly on your body. If there are no fans, put washcloths dipped in cold water on your neck, forehead, wrists, groin areas. Or fill a bathtub with lukewarm water and climb in.""}","""",test,Cool down in a record-breaking heat wave.,"""","""","generate, unconstrained"
179,179,22,2,"""",73034.9,survey-text,5,507520,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""Find the dog's leash, atatch to dog's collar. Bring along a plastic bag  to pick up any poop your dog excretes.\nwalk outside with your dog.""}","""",test,Take your dog for a walk.,"""","""","generate, unconstrained"
180,180,22,2,"""",153347.9,survey-text,6,660871,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""Speak with Mayor's campaign staff to find out what kind of help they are requesting.\nThey may ask you to contribute money, put up yard signs, attend rallys, call townspeople on phone to encourage them to vote. Speak to your friends and neighbors. Tell them why you think the Mayor is good for your town.""}","""",test,Help your local town mayor win re-election.,"""","""","generate, unconstrained"
181,181,22,2,"""",257129.4,survey-text,7,918004,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""You will need a way to climb up onto the roof. Is there a stairway to the roof? You may need to rent a Genie lift large enough to carry the sofa. You will need at least one other person to help you lift and carry the sofa.\nTrying to use ladders would be a dangerous way to get to the roof. I fell off a ladder once and injured myself. I do Not recommend using ladders.""}","""",test,Get your sofa onto the roof of your house.,"""","""","generate, unconstrained"
182,182,22,2,"""",274770.8,survey-text,8,1192777,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""Is the trophy actually behind the award case? Verify where the trophy actually is. Is there a door that can be opened?  If the trophy is behind a door, open the door. If the door is locked, look at the lock and google how to open that lock.\nIs there a surveilance camera pointed at the case? If so you need a person to spray foam on the camera so you won't be seen. You need another person to be a look out to warn if anyone is coming. You need a backpack or bag big enough to cover the award so it cannot be seen while you are carrying it. How will you get out of the school without being seen?""}","""",test,Steal the championship trophy from behind your school's award case.,"""","""","generate, unconstrained"
183,183,22,2,"""",254704.9,survey-text,9,1447486,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Plan"":""Find an UTube video about making shoes. Watch it several times, buy or borrow tools mentioned in video, and buy supplies like soles, recommended glue, thread and needle if mentioned in video, shoe laces, leather or canvas for making the upper part of the shoe. \nMake a pattern for shoe parts per UTube video. Cut out part then Follow instructions on video to assemble shoes.""}","""",test,Make a pair of new shoes.,"""","""","generate, unconstrained"
184,184,22,2,"[{""page_index"":0,""viewing_time"":2910.900000002235},{""page_index"":1,""viewing_time"":7471.89999999851}]",10383.1,instructions,10,1457870,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"""","""","""","""","""","""",""""
185,185,22,2,"""",11325.8,survey-multi-choice,11,1469198,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
186,186,22,2,"[{""page_index"":0,""viewing_time"":1358.5}]",1358.7,instructions,12,1470558,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"""","""","""","""","""","""",""""
187,187,22,2,"""",13037.9,survey-likert,13,1483598,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":2}",[0],test,"""","""","""",""""
188,188,22,2,"""",11869.9,survey-likert,14,1495470,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":2}",[0],test,"""","""","""",""""
189,189,22,2,"""",11693,survey-likert,15,1507166,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":2}",[0],test,"""","""","""",""""
190,190,22,2,"""",6566,survey-likert,16,1513733,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":3}",[0],test,"""","""","""",""""
191,191,22,2,"""",10597.5,survey-likert,17,1524334,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":4}",[0],test,"""","""","""",""""
192,192,22,2,"""",7366.1,survey-likert,18,1531702,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":4}",[0],test,"""","""","""",""""
193,193,22,2,"""",4405.2,survey-likert,19,1536110,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""freq"":4}",[0],test,"""","""","""",""""
194,194,22,2,"""",28756,survey-text,20,1564870,2,60edecb2a22d916d2ed4a6f9,60ef46abead8573daf000df4,5bd58aabc3d3ba0001f24c43,60ef46abead8573daf000df4,"{""Q0"":""yes"",""Q1"":""5"",""Q2"":""8"",""Q3"":""2"",""Q4"":""no""}","""","""","""","""","""",""""
195,195,26,3,"[{""page_index"":0,""viewing_time"":21665},{""page_index"":1,""viewing_time"":19508},{""page_index"":2,""viewing_time"":17823},{""page_index"":3,""viewing_time"":26450},{""page_index"":4,""viewing_time"":2646}]",88094,instructions,0,88103,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"""","""","""","""","""","""",""""
196,196,26,3,"""",12232,survey-multi-choice,1,100352,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""","""",""""
197,197,26,3,"[{""page_index"":0,""viewing_time"":2148}]",2149,instructions,2,102504,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"""","""","""","""","""","""",""""
198,198,26,3,"""",291687,survey-text,3,394244,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""The plan would basically be to partner with a Not-for profit organization that focuses on creating awareness for environmental issues.The idea will then be sold to them that the greatest awareness that can be created would be to create a green revolution symbol using the statue of liberty. This will be achieved by adoring the statue with manufactured leaves an lighting during Christmas to form a giant Christmas tree and the symbol for Green awareness.""}","""",test,Decorate the world's largest Christmas tree.,"""","""","generate, unconstrained"
199,199,26,3,"""",84896,survey-text,4,479147,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""My plan is to simply get a chain saw and an axe, select the appropriate tree with adequate permission and extensive helping hand to do the job.""}","""",test,Cut down a tree.,"""","""","generate, unconstrained"
200,200,26,3,"""",78076,survey-text,5,557237,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""My plan is to make my order online for a home delivery. I will use google translate to get the right words to use in navigating my way through the various menu and get to my desired meal.\n""}","""",test,"Order food in a restaurant, where you don't speak the native language.","""","""","generate, unconstrained"
201,201,26,3,"""",68951,survey-text,6,626195,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""My plan is to tie a very strong rope to the head of my canoe and attach the opposite end to a strong three on either side of the water flow.""}","""",test,Stop your canoe from falling down the waterfall.,"""","""","generate, unconstrained"
202,202,26,3,"""",71947,survey-text,7,698152,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""I will do dies by presenting some monkey tricks; like dancing in a circle,clapping of hands and swinging huge leaves, etc.""}","""",test,Keep a baby platupyus entertained.,"""","""","generate, unconstrained"
203,203,26,3,"""",69563,survey-text,8,767720,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""I will tame the lion with a tranquilizer and wait for it to fall asleep. After this, i open it's mouth and remove the plaque.""}","""",test,Remove plaque from the teeth of a lion.,"""","""","generate, unconstrained"
204,204,26,3,"""",82227,survey-text,9,849959,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Plan"":""I will get some wood from the local carpenter; get an appropriate design online and build accordingly, with the help of neighbors and friends.""}","""",test,Build a bookshelf.,"""","""","generate, unconstrained"
205,205,26,3,"[{""page_index"":0,""viewing_time"":3004},{""page_index"":1,""viewing_time"":9326}]",12330,instructions,10,862293,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"""","""","""","""","""","""",""""
206,206,26,3,"""",17815,survey-multi-choice,11,880117,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
207,207,26,3,"[{""page_index"":0,""viewing_time"":2457}]",2458,instructions,12,882578,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"""","""","""","""","""","""",""""
208,208,26,3,"""",23538,survey-likert,13,906125,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":2}",[0],test,"""","""","""",""""
209,209,26,3,"""",8341,survey-likert,14,914470,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":0}",[0],test,"""","""","""",""""
210,210,26,3,"""",5176,survey-likert,15,919655,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":2}",[0],test,"""","""","""",""""
211,211,26,3,"""",9541,survey-likert,16,929203,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":3}",[0],test,"""","""","""",""""
212,212,26,3,"""",12044,survey-likert,17,941255,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":5}",[0],test,"""","""","""",""""
213,213,26,3,"""",10055,survey-likert,18,951315,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":5}",[0],test,"""","""","""",""""
214,214,26,3,"""",5390,survey-likert,19,956713,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""freq"":2}",[0],test,"""","""","""",""""
215,215,26,3,"""",31856,survey-text,20,988581,20,60edecb2a22d916d2ed4a6f9,60ef4570184fda882598a997,60e2e63f8eabfe170fc49e66,60ef4570184fda882598a997,"{""Q0"":""10"",""Q1"":""7"",""Q2"":""9"",""Q3"":""2"",""Q4"":""None""}","""","""","""","""","""",""""
216,216,24,4,"[{""page_index"":0,""viewing_time"":8573},{""page_index"":1,""viewing_time"":4499},{""page_index"":2,""viewing_time"":103165},{""page_index"":3,""viewing_time"":8926},{""page_index"":4,""viewing_time"":1743}]",126906,instructions,0,126911,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"""","""","""","""","""","""",""""
217,217,24,4,"""",5582,survey-multi-choice,1,132499,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""","""",""""
218,218,24,4,"[{""page_index"":0,""viewing_time"":1422}]",1423,instructions,2,133923,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"""","""","""","""","""","""",""""
219,219,24,4,"""",246540,survey-text,3,380466,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""create a conrete structure with a base on a large military ship, use a crane to lift and drop it into the water""}","""",test,Make a fort underwater.,"""","""","generate, unconstrained"
220,220,24,4,"""",117092,survey-text,4,497584,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""scrape them, place them in warm soapy water and scrub, then place in tub of cool water for 30+ seconds, then place into a sink full of water and sanitizer for a few minutes. air dry.""}","""",test,Clean the dirty dishes.,"""","""","generate, unconstrained"
221,221,24,4,"""",176736,survey-text,5,674328,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""place a large piece of bait just outside the cove and obsever results from underwater camera""}","""",test,Find out how many sharks live in a cove off a nearby coast.,"""","""","generate, unconstrained"
222,222,24,4,"""",89555,survey-text,6,763887,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""jack up the car next to the appropriate tire, unscrew the bolts, remove tire and replace it with spare, screw in all of the bolts, release the jack""}","""",test,Fix a flat tire.,"""","""","generate, unconstrained"
223,223,24,4,"""",316629,survey-text,7,1080525,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""have 4+drones on standbyto fly an outstretched net up toward skydiver, meet their speed and allow them to land in the net, then slowly lowering to safety""}","""",test,Create a safe landing for a falling skydiver.,"""","""","generate, unconstrained"
224,224,24,4,"""",36992,survey-text,8,1117520,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""grab fire extinguisher and use it on the affected area""}","""",test,Put out a fire that started near the wires from your TV.,"""","""","generate, unconstrained"
225,225,24,4,"""",28608,survey-text,9,1146132,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Plan"":""research the water and light needs of each individual plant and care for them accordingly""}","""",test,Keep the plants in your garden alive.,"""","""","generate, unconstrained"
226,226,24,4,"[{""page_index"":0,""viewing_time"":2558},{""page_index"":1,""viewing_time"":22936.000000000233}]",25495,instructions,10,1171629,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"""","""","""","""","""","""",""""
227,227,24,4,"""",11596,survey-multi-choice,11,1183229,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
228,228,24,4,"[{""page_index"":0,""viewing_time"":1362}]",1362,instructions,12,1184594,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"""","""","""","""","""","""",""""
229,229,24,4,"""",17259,survey-likert,13,1201857,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":5}",[0],test,"""","""","""",""""
230,230,24,4,"""",3407,survey-likert,14,1205267,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":0}",[0],test,"""","""","""",""""
231,231,24,4,"""",13967,survey-likert,15,1219238,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":3}",[0],test,"""","""","""",""""
232,232,24,4,"""",4706,survey-likert,16,1223946,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":2}",[0],test,"""","""","""",""""
233,233,24,4,"""",5374,survey-likert,17,1229324,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":3}",[0],test,"""","""","""",""""
234,234,24,4,"""",8975,survey-likert,18,1238301,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":3}",[0],test,"""","""","""",""""
235,235,24,4,"""",3601,survey-likert,19,1241906,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""freq"":1}",[0],test,"""","""","""",""""
236,236,24,4,"""",23501,survey-text,20,1265422,10,60edecb2a22d916d2ed4a6f9,60ef479c24d89043d3263a06,5f3c44ac99a44da7cb3eb601,60ef479c24d89043d3263a06,"{""Q0"":""10"",""Q1"":""5"",""Q2"":""8"",""Q3"":""1"",""Q4"":""}","""","""","""","""","""",""""
237,237,23,1,"[{""page_index"":0,""viewing_time"":12589},{""page_index"":1,""viewing_time"":22049},{""page_index"":2,""viewing_time"":48931},{""page_index"":3,""viewing_time"":14152},{""page_index"":4,""viewing_time"":5264}]",102986,instructions,0,102989,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"""","""","""","""","""","""",""""
238,238,23,1,"""",11677,survey-multi-choice,1,114670,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""","""",""""
239,239,23,1,"[{""page_index"":0,""viewing_time"":2682}]",2682,instructions,2,117354,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"""","""","""","""","""","""",""""
240,240,23,1,"""",138696,survey-text,3,256055,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"{""Plan"":""Buy paint and primer and a paint brush, then open the primer can and mix. Pour primer into the pail and dip the paint brush into the paint, then do up and down strokes until all of the fence is covered. Wait for primer to dry, then repeat with paint. ""}","""",test,Paint a fence.,"""","""","generate, unconstrained"
241,241,23,1,"""",91433,survey-text,4,347492,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"{""Plan"":""Tell a six foot tall man to stand inside of a six foot deep hole. Jump over the hole.""}","""",test,Jump over a six foot tall man.,"""","""","generate, unconstrained"
242,242,23,1,"""",235380,survey-text,5,582874,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"{""Plan"":""Put signs up saying that hunting deer in that forest is a 5000$ fine and liable to up to 3 years in prison, then hire several dozen park rangers to patrol the forest throughout the duration of hunting season.""}","""",test,Protect the deer in your nearby woods during hunting season.,"""","""","generate, unconstrained"
243,243,23,1,"""",107949,survey-text,6,690826,12,60edecb2a22d916d2ed4a6f9,60ef46d2c9bf9e42a54cc3ab,5f938b221caf5917564aca02,60ef46d2c9bf9e42a54cc3ab,"{""Plan"":""Get an easy bake cake mix, then follow the instruction on the package before putting the concoction into the oven and baking it.""}","""",test,Bake a cake.,"""","""","generate, unconstrained"
