,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
1287,1441,1443,13,42,"""",7630,survey-likert,32,772535,0.0-2.0-0.27,5f9f7ac8fd257e5d3ee909c3,61e05c6eb0cfe8c09374f8c6,61e0679d89a7dceff6aa06a5,5f9f7ac8fd257e5d3ee909c3,61e05c6eb0cfe8c09374f8c6,61e0679d89a7dceff6aa06a5,"{""humanness"":0}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead, there were no batteries, the smoke did not reach the sensor, the sensor was faulty, or that the wiring was faulty.",rate_humanness,gpt-3,"This could have happened because the fire alarm was on a timer. When the timer went off, the fire alarm went off.",41,all-constraints,2022-01-13 17:55:47,73.57.119.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",Macintosh,Safari,15.2,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
1291,1445,1447,13,42,"""",10938,survey-likert,36,810774,0.0-2.0-0.31,5f9f7ac8fd257e5d3ee909c3,61e05c6eb0cfe8c09374f8c6,61e0679d89a7dceff6aa06a5,5f9f7ac8fd257e5d3ee909c3,61e05c6eb0cfe8c09374f8c6,61e0679d89a7dceff6aa06a5,"{""humanness"":0}",[0],"If the the gates in a zoo are closed, then the zoo animals do not escape. But suppose the gates in a zoo are closed, and then the animals do escape. However, the reason this happened was not that the animals climed over the gates, the animals escaped through a hole, the zoo gates were not strong enough, the zookeeper forgot to lock the gates, some of the animals flew out because the roof was left open, or a worked opened the gate on purpose.",rate_humanness,gpt-3,This could have happened because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The animals were smart enough to know how to open the gates because the animals were smart enough to know how to open the gates. The.,41,all-constraints,2022-01-13 17:55:47,73.57.119.164,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15",Macintosh,Safari,15.2,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
1344,1510,1512,132,48,"""",79783.00000000012,survey-likert,3,534049,0.0-2.0-0.0,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source, the room was haunted by a ghost who turned on the light, or that the light was struck by lighting that was temporarily electrically charged.",rate_humanness,gpt-3,This could have happened because the light was plugged into a power outlet in the same room that had a faulty fuse.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1345,1511,1513,132,48,"""",17844.90000000014,survey-likert,4,551900,0.0-2.0-0.1,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs.",rate_humanness,gpt-3,This could have happened because the confetti was actually a special type of confetti that makes a loud noise when it is thrown.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1352,1518,1520,132,48,"""",8658.5,survey-likert,11,636754,0.0-2.0-0.8,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue. However, the reason this happened was not that the carpet was made of stain-resistant material, the carpet was the same color as the slushie, or that the carpet was treated with stain-resistant solution.",rate_humanness,gpt-3,"This could have happened because the blue slushie was very cold and the carpet was very hot, causing the slushie to freeze to the carpet and form a thin layer of ice on the carpet.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1354,1520,1522,132,48,"""",28475.899999999907,survey-likert,13,675751,0.0-2.0-0.10,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a cat's tail is pulled, then the cat yowls. But suppose a cat's tail is pulled, and then the cat does not yowl. However, the reason this happened was not that the cat was dead, the cat has extreme patience, the cat was used to tail-pulling behavior already, or that the tail was not pulled hard enough.",rate_humanness,gpt-3,"This could have happened because the cat was already asleep, and therefore was not awake to yowl.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1355,1521,1523,132,48,"""",21119.800000000047,survey-likert,14,696875,0.0-2.0-0.11,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,"This could have happened because the person was breathing in a gas that was heavier than air, and so it pooled into the lowest point of the room, which was below the person's mouth. The person was unaware that this was happening, and so they breathed in the smoke instead of coughing.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1360,1526,1528,132,48,"""",6840.299999999814,survey-likert,19,751527,0.0-2.0-0.16,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,"This could have happened because the apple was caught by a giant, invisible hand.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1362,1528,1530,132,48,"""",6109.899999999907,survey-likert,21,768683,0.0-2.0-0.18,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was caught by a hand.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1366,1532,1534,132,48,"""",5150.59999999986,survey-likert,25,805037,0.0-2.0-0.22,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough. However, the reason this happened was not that they did not breathe in enough, they were wearing protective breathing equipment, they held their breath, they became unconscious, they took a cough suppressant, or they are less sensitive to smoke because they are a serial smoker.",rate_humanness,gpt-3,This could have happened because they were used to breathing in wildfire smoke.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1370,1536,1538,132,48,"""",5418.100000000093,survey-likert,29,834713,0.0-2.0-0.26,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was eaten by a bird.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1377,1543,1545,132,48,"""",3816.5,survey-likert,36,883008,0.0-2.0-0.33,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,This could have happened because the piano was dropped onto a piano that was even stronger than the one that was dropped.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1382,1548,1550,132,48,"""",4905.600000000093,survey-likert,41,921483,0.0-2.0-0.38,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source, the room was haunted by a ghost who turned on the light, or that the light was struck by lighting that was temporarily electrically charged.",rate_humanness,gpt-3,This could have happened because the light was plugged into a socket that was controlled by a light switch.,47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1383,1549,1551,132,48,"""",6624.200000000186,survey-likert,42,928111,0.0-2.0-0.39,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt. However, the reason this happened was not that the snowman was made of plastic, the snowman was made of cotton balls, someone used a snowblower on the snowman, or the temperature didn't increase enough to melt the snow.",rate_humanness,gpt-3,"This could have happened because the snowman was made of ice, and ice melts as the temperature increases.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1385,1551,1553,132,48,"""",6722.5,survey-likert,44,940899,0.0-2.0-0.41,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,60f76003b80ed2391faccd28,61e05c6eb0cfe8c09374f8c6,61e094c6b024ac2d9ee445f5,"{""humanness"":0}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs.",rate_humanness,gpt-3,"This could have happened because the cannon was not loaded with confetti, but rather a different substance, like a powder or spray.",47,all-constraints,2022-01-13 21:21:40,70.121.234.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1466,1640,1642,131,43,"""",3864.5,survey-likert,41,242856,0.0-2.0-0.38,59c6305e6a287600011c388d,61e05c6eb0cfe8c09374f8c6,61e0965e27ff8674b09c7882,59c6305e6a287600011c388d,61e05c6eb0cfe8c09374f8c6,61e0965e27ff8674b09c7882,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,"This could have happened because they fell on a part of their arm that was not their wrist, they fell on their hand instead of their arm, they landed on a pillow, they landed on a pile of mattresses, they landed on a mattress stuffed with pillows, they landed on a mattress stuffed with mattresses, they landed on a mattress stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with.",42,all-constraints,2022-01-13 21:21:26,73.57.249.179,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1486,1664,1666,136,43,"""",8734,survey-likert,19,501570,0.0-2.0-0.16,566c9284d408ea000519c6d7,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,"This could have happened because they fell on a part of their arm that was not their wrist, they fell on their hand instead of their arm, they landed on a pillow, they landed on a pile of mattresses, they landed on a mattress stuffed with pillows, they landed on a mattress stuffed with mattresses, they landed on a mattress stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with.",42,all-constraints,2022-01-13 21:34:04,76.110.114.252,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1498,1676,1678,136,43,"""",7829,survey-likert,31,696554,0.0-2.0-0.28,566c9284d408ea000519c6d7,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,566c9284d408ea000519c6d7,61e05c6eb0cfe8c09374f8c6,61e094c2503805248eea3ce7,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves, they were immune, or they used preventative medical cream beforehand.",rate_humanness,gpt-3,This could have happened because the person did not touch the poison ivy directly but instead touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had.,42,all-constraints,2022-01-13 21:34:04,76.110.114.252,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,,Firefox,95.0,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1641,1843,1845,17,8,"""",10914.999999979045,survey-likert,6,150406,0.0-2.0-0.3,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.",rate_humanness,gpt-3,This could have happened because the person has a cold.,7,unconstrained,2022-01-13 18:01:58,73.4.247.219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",Macintosh,Chrome,87.0.4280.67,OS X,11_2_3,ee06c26e3904ece436b305bb5259738c,0
1650,1852,1854,17,8,"""",6893.650000041816,survey-likert,15,259410,0.0-2.0-0.12,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,"{""humanness"":0}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off.",rate_humanness,gpt-3,This could have happened because the fire alarm was set off earlier and the fire was already put out.,7,unconstrained,2022-01-13 18:01:58,73.4.247.219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",Macintosh,Chrome,87.0.4280.67,OS X,11_2_3,ee06c26e3904ece436b305bb5259738c,0
1665,1867,1869,17,8,"""",10421.710000024177,survey-likert,30,419149,0.0-2.0-0.27,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,6109674eaa3c9aeb9953cc05,61e05c6eb0cfe8c09374f8c6,61e069128178c055655c5fc0,"{""humanness"":0}",[0],"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.",rate_humanness,gpt-3,This could have happened because the carpet was cleaned before the blue slushie was spilled.,7,unconstrained,2022-01-13 18:01:58,73.4.247.219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_2_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",Macintosh,Chrome,87.0.4280.67,OS X,11_2_3,ee06c26e3904ece436b305bb5259738c,0
1680,1888,1890,18,41,"""",21456.5,survey-likert,5,92408,0.0-2.0-0.0,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet. However, the reason this happened was not that there was a canopy over the grass, the grass was covered by a tarp, or the grass dried extremely quickly.",rate_humanness,gpt-3,This could have happened because the grass was covered in oil and the rain did not dissolve the oil.,40,all-constraints,2022-01-13 18:02:16,98.25.15.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1687,1895,1897,18,41,"""",11560.799999713898,survey-likert,12,173330,0.0-2.0-0.7,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,"{""humanness"":0}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs.",rate_humanness,gpt-3,This could have happened because the people who fired the confetti cannon were deaf.,40,all-constraints,2022-01-13 18:02:16,98.25.15.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1688,1896,1898,18,41,"""",10143.299999713898,survey-likert,13,183480,0.0-2.0-0.8,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves, they were immune, or they used preventative medical cream beforehand.",rate_humanness,gpt-3,This could have happened because they touched poison ivy but were unaware of it.,40,all-constraints,2022-01-13 18:02:16,98.25.15.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
1691,1899,1901,18,41,"""",19940.900000095367,survey-likert,16,218848,0.0-2.0-0.11,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,559cb12dfdf99b4989fb18ed,61e05c6eb0cfe8c09374f8c6,61e069240763c61224c8541a,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,This could have happened because the apple was caught by a wormhole and was transported to a different dimension.,40,all-constraints,2022-01-13 18:02:16,98.25.15.47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
