,index,Unnamed: 0,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,task,constraint
214,291,291,4,4,"""",10297.9,survey-multi-choice,1,57943,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""",""""
215,292,292,4,4,"[{""page_index"":0,""viewing_time"":1771.300000011921}]",1771.5,instructions,2,59716,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"""","""","""","""","""",""""
216,293,293,4,4,"""",96571.8,survey-text,3,156304,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""I would do my best to wipe the food debris off with a cloth and then use perhaps a clorox wipe to sanitize it. Afterward, I'd leave it out in the sun to dry. ""}","""",test,Clean the dirty dishes.,generate plans,"without using soap, water, a tub, sanitizer, a sponge, detergent, a counter, or a dishwasher"
217,296,296,4,4,"""",101627,survey-text,5,415299,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""My first move would be to evaluate the size of the fire. If it's small I'd try to smother it. If not, I'd immediately evacuate and alert my neighbors so that they could call the fire department.""}","""",test,Put out a fire that started near the wires from your TV.,generate plans,"without using a fire extinguisher, water, or a phone"
218,297,297,4,4,"""",220089.2,survey-text,6,635398,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""My first idea would be to try to manipulate the wind so that the diver lands in a large body of water. ""}","""",test,Create a safe landing for a falling skydiver.,generate plans,"without using a net, drones, a safety flag, or a parachute"
219,298,298,4,4,"""",238326.1,survey-text,7,873738,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""I would replace the tire with something else that could be a quick replacement so that I'd be able to push the car home. After that, I'd buy a new car. ""}","""",test,Fix a flat tire.,generate plans,"without using a spare tire, a car mechanic, a tow truck, a car jack, vulcanizing tools, or a pressure gauge"
220,299,299,4,4,"""",112010.9,survey-text,8,985756,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""I would build a mini greenhouse around the garden and install it with lights, use natural fertilizers (like banana peels or compost), and then collect rainwater. ""}","""",test,Keep the plants in your garden alive.,generate plans,"without using water, sun, a notebook, herbicides, or an umbrella"
221,300,300,4,4,"""",175130.5,survey-text,9,1160915,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Plan"":""Hire a marine biologist and use their expertise to create a device that a shark will interact with while counting the number of interactions. ""}","""",test,Find out how many sharks live in a cove off a nearby coast.,generate plans,"without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board"
222,301,301,4,4,"[{""page_index"":0,""viewing_time"":1684.3999999761581},{""page_index"":1,""viewing_time"":10541.400000035763}]",12227.1,instructions,10,1173143,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"""","""","""","""","""",""""
223,302,302,4,4,"""",8934.4,survey-multi-choice,11,1182082,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By moving sliders.""}","[0,1]","""","""","""",""""
224,303,303,4,4,"[{""page_index"":0,""viewing_time"":1439.5999999642372},{""page_index"":1,""viewing_time"":4515.400000035763}]",5955.5,instructions,12,1188039,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"""","""","""","""","""",""""
225,304,304,4,4,"""",4809.5,survey-multi-choice,13,1192851,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""",""""
226,305,305,4,4,"[{""page_index"":0,""viewing_time"":912}]",912.3,instructions,14,1193765,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"""","""","""","""","""",""""
227,306,306,4,4,"""",12147.2,survey-likert,15,1205918,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":5}",[0],"""",Clean the dirty dishes.,rate plans,"without using soap, water, a tub, sanitizer, a sponge, detergent, a counter, or a dishwasher"
228,307,307,4,4,"""",5299,survey-likert,16,1211219,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":5}",[0],"""",Make a fort underwater.,rate plans,"without using an oxygen tank, masks, swimming goggles, concrete, a miliary ship, a crane, a marine biologist, or a building engineer"
229,308,308,4,4,"""",14872.4,survey-likert,17,1226096,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":2}",[0],"""",Put out a fire that started near the wires from your TV.,rate plans,"without using a fire extinguisher, water, or a phone"
230,309,309,4,4,"""",4687.8,survey-likert,18,1230786,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":6}",[0],"""",Create a safe landing for a falling skydiver.,rate plans,"without using a net, drones, a safety flag, or a parachute"
231,310,310,4,4,"""",4777.9,survey-likert,19,1235568,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":3}",[0],"""",Fix a flat tire.,rate plans,"without using a spare tire, a car mechanic, a tow truck, a car jack, vulcanizing tools, or a pressure gauge"
232,311,311,4,4,"""",5191.9,survey-likert,20,1240763,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":6}",[0],"""",Keep the plants in your garden alive.,rate plans,"without using water, sun, a notebook, herbicides, or an umbrella"
233,312,312,4,4,"""",5995.4,survey-likert,21,1246765,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""freq"":2}",[0],"""",Find out how many sharks live in a cove off a nearby coast.,rate plans,"without using bait, an underwater camera, a submarine, a shark tracking app, red lines, or a danger-zone notice board"
234,313,313,4,4,"""",20942.2,survey-text,22,1267712,76,6108ba2774a08a10c085bb41,610ac740b36450f90b1b4798,61086ab1f4db8595f3a4c92b,610ac740b36450f90b1b4798,"{""Q0"":""9"",""Q1"":""8"",""Q2"":""9"",""Q3"":""5"",""Q4"":""}","""","""","""","""",""""
235,335,335,5,1,"[{""page_index"":0,""viewing_time"":7807.800000011921},{""page_index"":1,""viewing_time"":9296.89999999106},{""page_index"":2,""viewing_time"":9542.90000000596},{""page_index"":3,""viewing_time"":11629.29999999702},{""page_index"":4,""viewing_time"":3066.5999999940395}]",41345.8,instructions,0,41364,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"""","""","""","""","""",""""
236,336,336,5,1,"""",12557.8,survey-multi-choice,1,53937,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""",""""
237,337,337,5,1,"[{""page_index"":0,""viewing_time"":1845.6000000089407}]",1846.1,instructions,2,55790,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"""","""","""","""","""",""""
238,338,338,5,1,"""",91334,survey-text,3,147164,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""Do not struggle because it will make you sink faster. Instead, slowly move to the closest edge of the quicksand. Use your arms to slowly pull yourself as to not exert too much energy.""}","""",test,Escape quicksand.,generate plans,without using a branch or vines
239,339,339,5,1,"""",169187.5,survey-text,4,316365,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""To create a dazzling parade float, I would use a monster truck decked out in welded metal to look like a turkey. I would obtain scrap metal and weld it to the monster truck and then finish it off with a coat of paint.""}","""",test,Build a float to dazzle the crowd at the Macy's Day Parade.,generate plans,"without using a trailer, plastic, balloon inflators, a celebrity, a mascot, or a team of other people"
240,340,340,5,1,"""",98543,survey-text,5,414928,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""First, I need to get a running start. I'd back up about 20 feet before sprinting. Once I was about two feet away,  would launch myself with my dominant foot and spread my legs to clear over the man's head without hitting him.""}","""",test,Jump over a six foot tall man.,generate plans,without using a trampoline or a deep hole
241,341,341,5,1,"""",60904.6,survey-text,6,475844,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""First I would try yelling to see if anyone could hear me and unlock the door. If that didn't work, I would need to start using my foot to kick down the door.""}","""",test,Escape from inside a locked custodial closet.,generate plans,"without using a phone, a key, a sharp object, a screwdriver, a mop handle, scrap wood, or a note"
242,342,342,5,1,"""",89392.8,survey-text,7,565249,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""I would boil down chalk until it forms a liquid, then throw it at the fence.""}","""",test,Paint a fence.,generate plans,"without using a paint brush, paint, a pressure washer, primer, a pail, music, lemonade, or cleaning supplies"
243,343,343,5,1,"""",43218.5,survey-text,8,608476,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""I would sleep next to the deer so I could hear anyone approach.""}","""",test,Protect the deer in your nearby woods during hunting season.,generate plans,"without using signs, deer corn, deer calls, salt lick bricks, a disguise, park rangers, or animal control"
244,344,344,5,1,"""",130442.5,survey-text,9,738933,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Plan"":""I would get a coffee mug and fill it with meat and microwave it for 10 minutes until my meat cake is ready.""}","""",test,Bake a cake.,generate plans,"without using an oven, a bowl, butter, sugar, flour, a spatula, a pan, sprinkles, candles, icing, cake mix, a bowl, measuring cups, a spoon, a scale, baking paper, or a recipe"
245,345,345,5,1,"[{""page_index"":0,""viewing_time"":3301.7999999970198},{""page_index"":1,""viewing_time"":9306}]",12610.6,instructions,10,751547,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"""","""","""","""","""",""""
246,346,346,5,1,"""",9330.8,survey-multi-choice,11,760885,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""",""""
247,347,347,5,1,"[{""page_index"":0,""viewing_time"":1668.5}]",1669.6,instructions,12,762562,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"""","""","""","""","""",""""
248,348,348,5,1,"""",8962.9,survey-likert,13,771534,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":5}",[0],"""",Escape quicksand.,rate plans,without using a branch or vines
249,349,349,5,1,"""",7811.6,survey-likert,14,779354,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":4}",[0],"""",Build a float to dazzle the crowd at the Macy's Day Parade.,rate plans,"without using a trailer, plastic, balloon inflators, a celebrity, a mascot, or a team of other people"
250,350,350,5,1,"""",5671.9,survey-likert,15,785038,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":3}",[0],"""",Jump over a six foot tall man.,rate plans,without using a trampoline or a deep hole
251,351,351,5,1,"""",10704.8,survey-likert,16,795750,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":4}",[0],"""",Escape from inside a locked custodial closet.,rate plans,"without using a phone, a key, a sharp object, a screwdriver, a mop handle, scrap wood, or a note"
252,352,352,5,1,"""",13327.9,survey-likert,17,809090,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":5}",[0],"""",Paint a fence.,rate plans,"without using a paint brush, paint, a pressure washer, primer, a pail, music, lemonade, or cleaning supplies"
253,353,353,5,1,"""",7649.1,survey-likert,18,816748,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":6}",[0],"""",Protect the deer in your nearby woods during hunting season.,rate plans,"without using signs, deer corn, deer calls, salt lick bricks, a disguise, park rangers, or animal control"
254,354,354,5,1,"""",5412.9,survey-likert,19,822173,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""freq"":6}",[0],"""",Bake a cake.,rate plans,"without using an oven, a bowl, butter, sugar, flour, a spatula, a pan, sprinkles, candles, icing, cake mix, a bowl, measuring cups, a spoon, a scale, baking paper, or a recipe"
255,355,355,5,1,"""",25653.1,survey-text,20,847843,81,6108ba2774a08a10c085bb41,610ac73ca130127aa1f0e9a1,610999778e6142549b918cce,610ac73ca130127aa1f0e9a1,"{""Q0"":""10"",""Q1"":""8"",""Q2"":""10"",""Q3"":""1"",""Q4"":""}","""","""","""","""",""""
256,356,356,7,3,"[{""page_index"":0,""viewing_time"":4174.399999976158},{""page_index"":1,""viewing_time"":2484.399999976158},{""page_index"":2,""viewing_time"":14209.900000095367},{""page_index"":3,""viewing_time"":2695.1999999284744},{""page_index"":4,""viewing_time"":1013.5}]",24578.2,instructions,0,24594,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"""","""","""","""","""",""""
257,357,357,7,3,"""",5134.3,survey-multi-choice,1,29734,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""",""""
258,358,358,7,3,"[{""page_index"":0,""viewing_time"":1135.5}]",1135.8,instructions,2,30875,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"""","""","""","""","""",""""
259,359,359,7,3,"""",107641.5,survey-text,3,138530,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""One method of effectively ordering food where I don't speak the native language would be to point at items or pictures on the menu. This does not require understanding the native language.""}","""",test,"Order food in a restaurant, where you don't speak the native language.",generate plans,"without using a translator app, a human translator, your fingers, or sign language"
260,360,360,7,3,"""",137438.2,survey-text,4,275976,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would choose a theme that is unrelated to Christmas. For example, I could decorate the Christmas tree with a movie theater theme for a Christmas movie showing. I would strategically place popcorn buckets filled with popcorn around the tree, along with old film strips and various candy boxes.""}","""",test,Decorate the world's largest Christmas tree.,generate plans,"without using lights, Christmas decorations, or fake leaves"
261,361,361,7,3,"""",76171.6,survey-text,5,352157,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would use a crowbar to cut down a tree. I could hack at the tree stem and pull with the angled edge of the crowbar.""}","""",test,Cut down a tree.,generate plans,"without using a chainsaw, an axe, or a lorry"
262,362,362,7,3,"""",278145.8,survey-text,6,630324,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would attempt to use nature to steer the canoe from falling down the waterfall, like grabbing onto tree branches.""}","""",test,Stop your canoe from falling down the waterfall.,generate plans,"without using a paddle, a rock, or a rope"
263,363,363,7,3,"""",109720.8,survey-text,7,740052,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would feed the lion vegetables that assist in removing plaque from the teeth. This includes spinach and carrots.""}","""",test,Remove plaque from the teeth of a lion.,generate plans,"without using a tranquilizer, meat, a sleeping drug, or animal specialists"
264,364,364,7,3,"""",58879.9,survey-text,8,798937,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would build a maze out of safe materials. I would also involve a body of water in the maze and treats as positive reinforcements.""}","""",test,Keep a baby platupyus entertained.,generate plans,"without using a ball, an aquarium, plastic fish, or a clown"
265,365,365,7,3,"""",75813.4,survey-text,9,874757,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Plan"":""I would build a bookshelf out of cement blocks that have hollowed-out spaces. It would be convenient to stack the cement blocks since it does not require nails or wood.""}","""",test,Build a bookshelf.,generate plans,"without using wood, planks, nails, gum, or books"
266,366,366,7,3,"[{""page_index"":0,""viewing_time"":1889.3999999761581},{""page_index"":1,""viewing_time"":6573.700000047684}]",8464,instructions,10,883222,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"""","""","""","""","""",""""
267,367,367,7,3,"""",16189.6,survey-multi-choice,11,899415,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""",""""
268,368,368,7,3,"[{""page_index"":0,""viewing_time"":1114.7000000476837}]",1115.2,instructions,12,900535,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"""","""","""","""","""",""""
269,369,369,7,3,"""",22637.3,survey-likert,13,923177,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":2}",[0],"""","Order food in a restaurant, where you don't speak the native language.",rate plans,"without using a translator app, a human translator, your fingers, or sign language"
270,370,370,7,3,"""",14349.7,survey-likert,14,937533,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":3}",[0],"""",Decorate the world's largest Christmas tree.,rate plans,"without using lights, Christmas decorations, or fake leaves"
271,371,371,7,3,"""",5402.4,survey-likert,15,942943,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":4}",[0],"""",Cut down a tree.,rate plans,"without using a chainsaw, an axe, or a lorry"
272,372,372,7,3,"""",8869.9,survey-likert,16,951818,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":4}",[0],"""",Stop your canoe from falling down the waterfall.,rate plans,"without using a paddle, a rock, or a rope"
273,373,373,7,3,"""",5010.8,survey-likert,17,956836,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":5}",[0],"""",Remove plaque from the teeth of a lion.,rate plans,"without using a tranquilizer, meat, a sleeping drug, or animal specialists"
274,374,374,7,3,"""",6125.9,survey-likert,18,962968,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":5}",[0],"""",Keep a baby platupyus entertained.,rate plans,"without using a ball, an aquarium, plastic fish, or a clown"
275,375,375,7,3,"""",4113.6,survey-likert,19,967088,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""freq"":1}",[0],"""",Build a bookshelf.,rate plans,"without using wood, planks, nails, gum, or books"
276,376,376,7,3,"""",21964,survey-text,20,989062,68,6108ba2774a08a10c085bb41,610ac752a068dc7bb00176f0,610388b936d45e692a5cf4d2,610ac752a068dc7bb00176f0,"{""Q0"":""10"",""Q1"":""1"",""Q2"":""8"",""Q3"":""3"",""Q4"":""}","""","""","""","""",""""
277,377,377,9,2,"[{""page_index"":0,""viewing_time"":16519},{""page_index"":1,""viewing_time"":39567},{""page_index"":2,""viewing_time"":15608},{""page_index"":3,""viewing_time"":17601},{""page_index"":4,""viewing_time"":4120}]",93415,instructions,0,93417,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"""","""","""","""","""",""""
278,378,378,9,2,"""",8258,survey-multi-choice,1,101682,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text.""}","[0,1]","""","""","""",""""
279,379,379,9,2,"[{""page_index"":0,""viewing_time"":2333}]",2333,instructions,2,104016,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"""","""","""","""","""",""""
280,380,380,9,2,"""",134790,survey-text,3,238825,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""What you're going to have to do is get 3 to 4 very strong men together. One will have to stand on the ground and guide the couch upwards towards the roof while another helps from the ground. The other two will be on the roof pulling up the couch slowly. One will pull up the couch while the other steadys the other pulling up the couch, and makes sure the couch comes up slowly and steady.""}","""",test,Get your sofa onto the roof of your house.,generate plans,"without using a pulley, a Genie lift, a protective plastic layer, a ladder, or a crane"
281,381,381,9,2,"""",81052,survey-text,4,319881,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""You will go at night when everything is closed and pick the locks with your lockpicks. You will smash the case with your fist and grab the championship trophy and make a run for it out of the facility. ""}","""",test,Steal the championship trophy from behind your school's award case.,generate plans,"without using a hammer, a sledgehammer, a mask, spray foam, a backpack, a large bag, or another person"
282,382,382,9,2,"""",76011,survey-text,5,395896,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""You will be taking your dog for a walk inside an enclosed fenced off area so he can walk free and not get loose and you can walk freely as well. You can go barefoot as well. Usually this would entail being in your backyard but it could be at a park.""}","""",test,Take your dog for a walk.,generate plans,"without using a leash, a collar, plastic bags, water, socks, shoes, or athleisure"
283,383,383,9,2,"""",66942,survey-text,6,462841,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""You would find a tree with a good shade and sit underneath it and wait for a cool breeze to come by.""}","""",test,Cool down in a record-breaking heat wave.,generate plans,"without using an air conditioner, fans, washclothes, cold water, a bathtub, ice cubes, ice cream, popsicles, bottled water, or a deep freezer"
284,384,384,9,2,"""",84507,survey-text,7,547352,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""You would have to use cardboard and make you a simple pair of slippers out of that. Fold the cardboard around to make slippers and glue the cardboard down. ""}","""",test,Make a pair of new shoes.,generate plans,"without using leather, fabric, shoe laces, canvas, a guidebook, or a cobbler"
285,385,385,9,2,"""",30172,survey-text,8,577528,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""You would have to go door to door and speak to people about your local town mayor in person. ""}","""",test,Help your local town mayor win re-election.,generate plans,"without using billboards, sporting events, fundraisers, a local chamber of commerce, small businesses, social media, a website, signs, rallies, flyers, or phones"
286,386,386,9,2,"""",59043,survey-text,9,636576,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Plan"":""Well then if you can't use those items it's not really baseball. I guess you could use a good stick if you could find one, your hand to catch the ball, you could play in your back yard without markers.""}","""",test,Play baseball with your friends.,generate plans,"without using a bat, a baseball, gloves, a field, or markers"
287,387,387,9,2,"[{""page_index"":0,""viewing_time"":4454},{""page_index"":1,""viewing_time"":16039}]",20493,instructions,10,657071,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"""","""","""","""","""",""""
288,388,388,9,2,"""",8574,survey-multi-choice,11,665648,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""",""""
289,389,389,9,2,"[{""page_index"":0,""viewing_time"":2303}]",2303,instructions,12,667952,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"""","""","""","""","""",""""
290,390,390,9,2,"""",7269,survey-likert,13,675224,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""freq"":6}",[0],"""",Get your sofa onto the roof of your house.,rate plans,"without using a pulley, a Genie lift, a protective plastic layer, a ladder, or a crane"
291,391,391,9,2,"""",6118,survey-likert,14,681345,78,6108ba2774a08a10c085bb41,610ac74f5bcce00607560e58,61095d528d0b97a520a20bd7,610ac74f5bcce00607560e58,"{""freq"":5}",[0],"""",Steal the championship trophy from behind your school's award case.,rate plans,"without using a hammer, a sledgehammer, a mask, spray foam, a backpack, a large bag, or another person"
